27,00					135,00					182,00
27,00					141,00					183,00
27,00					135,00					183,00
26,00					135,00					182,00
26,00					136,00					183,00
27,00					136,00					182,00
26,00					142,00					183,00
27,00					134,00					184,00
27,00					135,00					183,00
27,00					135,00					184,00
26,00					135,00					189,00
27,00					136,00					182,00
26,00					134,00					183,00
27,00					134,00					182,00
27,00					135,00					183,00
26,00					135,00					183,00
27,00					136,00					182,00
26,00					134,00					181,00
27,00					136,00					182,00
26,00					136,00					182,00
27,00					136,00					183,00
26,00					136,00					185,00
27,00					134,00					183,00
27,00					135,00					184,00
27,00					135,00					183,00
26,00					135,00					183,00
26,00					136,00					185,00
26,00					134,00					183,00
27,00					135,00					182,00
27,00					134,00					182,00
26,00					135,00					182,00
27,00					135,00					184,00
27,00					133,00					180,00
26,00					136,00					182,00
27,00					136,00					182,00
27,00					136,00					182,00
27,00					136,00					182,00
27,00					134,00					188,00
27,00					135,00					181,00
27,00					135,00					183,00
27,00					135,00					182,00
27,00					136,00					183,00
26,00					133,00					184,00
27,00					135,00					182,00
26,00					135,00					182,00
27,00					134,00					182,00
27,00					135,00					182,00
26,00					135,00					183,00
27,00					135,00					182,00
27,00					135,00					181,00
27,00					136,00					181,00
27,00					136,00					182,00
27,00					137,00					183,00
27,00					134,00					184,00
27,00					134,00					184,00
27,00					135,00					185,00
26,00					136,00					185,00
27,00					142,00					185,00
27,00					134,00					186,00
26,00					135,00					185,00
27,00					135,00					186,00
27,00					135,00					186,00
27,00					137,00					187,00
27,00					135,00					186,00
27,00					136,00					187,00
27,00					137,00					186,00
27,00					137,00					186,00
27,00					137,00					186,00
26,00					135,00					186,00
27,00					135,00					188,00
27,00					135,00					186,00
27,00					135,00					186,00
27,00					137,00					187,00
27,00					135,00					186,00
26,00					136,00					187,00
27,00					134,00					185,00
26,00					135,00					185,00
26,00					136,00					186,00
27,00					135,00					185,00
26,00					135,00					185,00
27,00					136,00					190,00
27,00					136,00					184,00
26,00					137,00					184,00
27,00					135,00					183,00
26,00					136,00					183,00
27,00					135,00					185,00
27,00					135,00					184,00
26,00					136,00					184,00
27,00					134,00					185,00
26,00					135,00					184,00
27,00					135,00					185,00
27,00					135,00					182,00
26,00					136,00					185,00
26,00					135,00					184,00
27,00					136,00					185,00
26,00					136,00					184,00
27,00					137,00					185,00
27,00					137,00					184,00
27,00					134,00					186,00
27,00					136,00					184,00
27,00					136,00					184,00
26,00					136,00					185,00
27,00					136,00					184,00
26,00					143,00					185,00
27,00					135,00					185,00
26,00					134,00					186,00
27,00					136,00					186,00
26,00					135,00					189,00
27,00					139,00					185,00
26,00					135,00					186,00
27,00					136,00					185,00
27,00					136,00					185,00
27,00					136,00					185,00
27,00					139,00					184,00
26,00					135,00					184,00
26,00					137,00					184,00
26,00					136,00					185,00
26,00					135,00					185,00
26,00					136,00					184,00
27,00					134,00					185,00
27,00					135,00					185,00
26,00					136,00					186,00
27,00					136,00					186,00
27,00					136,00					187,00
26,00					135,00					184,00
26,00					136,00					185,00
27,00					137,00					184,00
26,00					137,00					184,00
27,00					137,00					185,00
26,00					135,00					183,00
26,00					136,00					184,00
27,00					135,00					185,00
26,00					135,00					183,00
27,00					136,00					184,00
26,00					134,00					191,00
26,00					135,00					185,00
26,00					135,00					185,00
27,00					135,00					185,00
26,00					135,00					185,00
26,00					134,00					186,00
27,00					135,00					184,00
27,00					136,00					185,00
27,00					136,00					184,00
26,00					136,00					185,00
27,00					134,00					186,00
26,00					136,00					182,00
26,00					135,00					184,00
26,00					136,00					184,00
26,00					136,00					184,00
27,00					134,00					184,00
26,00					135,00					186,00
27,00					135,00					184,00
27,00					134,00					185,00
27,00					135,00					185,00
26,00					141,00					185,00
26,00					136,00					186,00
27,00					137,00					183,00
27,00					137,00					185,00
27,00					136,00					185,00
26,00					143,00					184,00
26,00					135,00					185,00
26,00					135,00					187,00
26,00					136,00					184,00
26,00					136,00					184,00
26,00					137,00					184,00
27,00					135,00					185,00
26,00					135,00					186,00
27,00					135,00					184,00
27,00					136,00					185,00
27,00					137,00					186,00
27,00					135,00					185,00
27,00					136,00					186,00
27,00					137,00					184,00
27,00					137,00					185,00
27,00					138,00					186,00
27,00					136,00					185,00
26,00					135,00					186,00
26,00					135,00					191,00
27,00					136,00					185,00
26,00					137,00					185,00
26,00					135,00					186,00
27,00					136,00					185,00
26,00					135,00					187,00
26,00					136,00					185,00
27,00					135,00					186,00
27,00					135,00					185,00
27,00					136,00					186,00
27,00					136,00					185,00
27,00					137,00					185,00
27,00					137,00					185,00
27,00					135,00					184,00
27,00					136,00					184,00
27,00					136,00					185,00
27,00					136,00					185,00
27,00					137,00					183,00
27,00					135,00					184,00
26,00					135,00					184,00
27,00					135,00					183,00
27,00					136,00					184,00
26,00					137,00					183,00
27,00					138,00					184,00
27,00					136,00					184,00
27,00					137,00					185,00
27,00					137,00					184,00
27,00					137,00					190,00
27,00					143,00					184,00
26,00					136,00					184,00
26,00					136,00					183,00
26,00					136,00					184,00
27,00					136,00					184,00
26,00					141,00					183,00
26,00					135,00					183,00
27,00					136,00					183,00
26,00					135,00					183,00
27,00					136,00					184,00
27,00					138,00					187,00
27,00					135,00					185,00
27,00					136,00					185,00
26,00					137,00					185,00
26,00					137,00					185,00
26,00					138,00					187,00
27,00					135,00					183,00
27,00					136,00					184,00
26,00					136,00					184,00
26,00					136,00					184,00
27,00					138,00					185,00
27,00					135,00					183,00
27,00					135,00					183,00
27,00					136,00					183,00
27,00					135,00					183,00
27,00					137,00					184,00
27,00					134,00					189,00
27,00					137,00					183,00
27,00					137,00					185,00
27,00					137,00					184,00
27,00					138,00					185,00
27,00					135,00					185,00
27,00					137,00					183,00
27,00					137,00					184,00
26,00					136,00					184,00
26,00					137,00					184,00
27,00					134,00					184,00
26,00					135,00					182,00
27,00					134,00					183,00
27,00					136,00					183,00
26,00					136,00					183,00
27,00					137,00					183,00
27,00					136,00					185,00
27,00					137,00					184,00
27,00					137,00					185,00
27,00					137,00					183,00
26,00					138,00					184,00
27,00					136,00					185,00
26,00					137,00					183,00
27,00					136,00					184,00
27,00					137,00					183,00
27,00					143,00					184,00
27,00					136,00					184,00
27,00					135,00					189,00
27,00					136,00					183,00
27,00					136,00					184,00
27,00					137,00					183,00
26,00					136,00					183,00
27,00					136,00					184,00
26,00					137,00					183,00
27,00					137,00					184,00
26,00					138,00					184,00
26,00					136,00					184,00
27,00					136,00					184,00
26,00					136,00					182,00
27,00					137,00					184,00
27,00					138,00					184,00
26,00					135,00					184,00
26,00					136,00					184,00
26,00					136,00					187,00
26,00					136,00					183,00
26,00					137,00					183,00
26,00					136,00					183,00
27,00					137,00					183,00
27,00					138,00					185,00
27,00					137,00					183,00
26,00					138,00					185,00
27,00					136,00					185,00
27,00					136,00					185,00
26,00					136,00					185,00
27,00					137,00					183,00
27,00					138,00					184,00
26,00					135,00					184,00
26,00					135,00					183,00
27,00					136,00					184,00
26,00					136,00					185,00
26,00					137,00					183,00
26,00					134,00					183,00
26,00					137,00					183,00
27,00					137,00					182,00
27,00					137,00					183,00
27,00					137,00					182,00
26,00					136,00					184,00
26,00					136,00					184,00
26,00					136,00					183,00
27,00					137,00					184,00
27,00					137,00					190,00
27,00					139,00					183,00
27,00					136,00					183,00
26,00					136,00					183,00
27,00					136,00					183,00
27,00					136,00					184,00
27,00					138,00					182,00
27,00					136,00					183,00
26,00					136,00					182,00
27,00					137,00					182,00
27,00					138,00					183,00
27,00					141,00					185,00
27,00					136,00					183,00
27,00					137,00					184,00
27,00					137,00					183,00
27,00					136,00					184,00
27,00					138,00					185,00
27,00					136,00					182,00
26,00					136,00					183,00
27,00					136,00					183,00
26,00					136,00					183,00
27,00					137,00					183,00
27,00					136,00					182,00
27,00					137,00					182,00
26,00					137,00					182,00
26,00					137,00					182,00
26,00					138,00					182,00
27,00					136,00					189,00
27,00					136,00					183,00
27,00					136,00					183,00
26,00					137,00					184,00
27,00					138,00					183,00
27,00					135,00					185,00
27,00					137,00					182,00
27,00					135,00					183,00
26,00					136,00					183,00
26,00					136,00					183,00
27,00					137,00					184,00
26,00					137,00					181,00
27,00					137,00					182,00
26,00					138,00					182,00
27,00					138,00					182,00
26,00					138,00					183,00
27,00					137,00					184,00
26,00					136,00					183,00
26,00					137,00					185,00
26,00					138,00					184,00
27,00					143,00					184,00
27,00					136,00					184,00
27,00					137,00					182,00
27,00					136,00					182,00
26,00					137,00					183,00
27,00					139,00					183,00
27,00					136,00					183,00
26,00					138,00					187,00
27,00					138,00					182,00
27,00					137,00					182,00
27,00					139,00					182,00
26,00					137,00					181,00
27,00					137,00					183,00
27,00					137,00					181,00
26,00					137,00					183,00
27,00					138,00					182,00
27,00					136,00					182,00
27,00					137,00					183,00
26,00					136,00					181,00
27,00					137,00					182,00
27,00					137,00					183,00
26,00					136,00					182,00
26,00					137,00					182,00
26,00					138,00					187,00
27,00					138,00					181,00
27,00					139,00					182,00
27,00					136,00					183,00
27,00					137,00					181,00
27,00					137,00					183,00
27,00					137,00					181,00
27,00					137,00					183,00
27,00					135,00					183,00
26,00					137,00					184,00
27,00					136,00					184,00
27,00					138,00					182,00
26,00					138,00					184,00
26,00					135,00					183,00
27,00					138,00					183,00
27,00					138,00					184,00
27,00					138,00					186,00
27,00					138,00					184,00
27,00					137,00					185,00
26,00					136,00					185,00
27,00					137,00					185,00
27,00					137,00					187,00
27,00					138,00					185,00
27,00					137,00					186,00
27,00					136,00					186,00
27,00					136,00					187,00
27,00					136,00					187,00
27,00					137,00					188,00
26,00					139,00					187,00
26,00					136,00					186,00
27,00					137,00					186,00
26,00					138,00					186,00
27,00					137,00					187,00
26,00					139,00					185,00
26,00					137,00					185,00
26,00					138,00					185,00
27,00					137,00					184,00
26,00					138,00					186,00
27,00					139,00					185,00
27,00					137,00					185,00
26,00					137,00					186,00
27,00					137,00					185,00
26,00					137,00					185,00
27,00					138,00					189,00
27,00					136,00					183,00
27,00					138,00					185,00
27,00					138,00					184,00
26,00					137,00					184,00
27,00					139,00					184,00
26,00					136,00					183,00
26,00					136,00					184,00
26,00					137,00					184,00
26,00					138,00					184,00
26,00					138,00					185,00
27,00					136,00					189,00
27,00					137,00					185,00
27,00					137,00					184,00
27,00					137,00					185,00
26,00					138,00					185,00
27,00					136,00					187,00
27,00					137,00					185,00
26,00					139,00					185,00
27,00					139,00					185,00
27,00					139,00					185,00
27,00					136,00					186,00
26,00					137,00					184,00
26,00					138,00					185,00
26,00					136,00					184,00
27,00					138,00					184,00
26,00					145,00					185,00
27,00					136,00					187,00
26,00					137,00					185,00
27,00					137,00					186,00
27,00					138,00					186,00
27,00					139,00					186,00
27,00					137,00					186,00
27,00					138,00					185,00
26,00					138,00					185,00
27,00					139,00					185,00
26,00					140,00					185,00
27,00					137,00					184,00
27,00					137,00					184,00
27,00					138,00					185,00
26,00					138,00					183,00
27,00					139,00					183,00
27,00					136,00					183,00
27,00					136,00					185,00
27,00					137,00					184,00
26,00					137,00					185,00
26,00					139,00					185,00
27,00					137,00					185,00
26,00					138,00					185,00
27,00					139,00					184,00
27,00					139,00					184,00
26,00					139,00					185,00
27,00					138,00					184,00
27,00					138,00					185,00
26,00					137,00					190,00
27,00					138,00					183,00
27,00					139,00					184,00
27,00					136,00					184,00
27,00					137,00					184,00
27,00					137,00					186,00
26,00					136,00					184,00
27,00					138,00					186,00
27,00					137,00					186,00
27,00					138,00					185,00
27,00					138,00					186,00
27,00					138,00					184,00
27,00					140,00					184,00
26,00					137,00					184,00
26,00					138,00					184,00
26,00					137,00					185,00
26,00					138,00					185,00
27,00					137,00					184,00
27,00					140,00					183,00
26,00					137,00					183,00
27,00					137,00					183,00
27,00					137,00					185,00
26,00					138,00					183,00
26,00					139,00					185,00
26,00					137,00					185,00
27,00					138,00					184,00
27,00					138,00					185,00
27,00					139,00					188,00
26,00					140,00					185,00
27,00					138,00					185,00
27,00					138,00					185,00
26,00					138,00					185,00
27,00					138,00					186,00
27,00					138,00					185,00
27,00					136,00					185,00
27,00					138,00					185,00
26,00					137,00					186,00
26,00					137,00					186,00
27,00					138,00					186,00
27,00					138,00					186,00
27,00					138,00					187,00
26,00					138,00					187,00
27,00					139,00					187,00
26,00					140,00					189,00
27,00					137,00					185,00
27,00					138,00					186,00
26,00					138,00					185,00
27,00					138,00					185,00
27,00					139,00					186,00
27,00					136,00					184,00
26,00					137,00					184,00
27,00					137,00					184,00
26,00					137,00					183,00
26,00					138,00					184,00
26,00					138,00					190,00
27,00					139,00					184,00
26,00					139,00					185,00
27,00					139,00					184,00
27,00					139,00					184,00
26,00					138,00					186,00
27,00					138,00					184,00
26,00					138,00					184,00
27,00					138,00					184,00
27,00					139,00					184,00
26,00					143,00					185,00
26,00					138,00					182,00
27,00					138,00					183,00
27,00					137,00					184,00
27,00					137,00					183,00
27,00					139,00					183,00
26,00					138,00					186,00
27,00					138,00					184,00
26,00					138,00					184,00
27,00					139,00					184,00
27,00					140,00					185,00
26,00					138,00					185,00
26,00					138,00					183,00
27,00					138,00					184,00
27,00					138,00					184,00
26,00					138,00					184,00
27,00					138,00					184,00
27,00					137,00					184,00
27,00					137,00					184,00
27,00					137,00					184,00
27,00					140,00					183,00
26,00					137,00					184,00
27,00					139,00					185,00
27,00					139,00					184,00
27,00					139,00					184,00
27,00					140,00					183,00
26,00					138,00					184,00
26,00					138,00					185,00
26,00					138,00					182,00
27,00					138,00					184,00
27,00					139,00					184,00
26,00					137,00					183,00
27,00					138,00					185,00
27,00					137,00					189,00
26,00					138,00					183,00
27,00					139,00					183,00
27,00					139,00					183,00
26,00					138,00					183,00
27,00					139,00					185,00
27,00					139,00					183,00
27,00					139,00					185,00
27,00					141,00					185,00
27,00					138,00					184,00
26,00					139,00					184,00
27,00					138,00					182,00
27,00					138,00					184,00
26,00					143,00					184,00
27,00					138,00					183,00
27,00					138,00					183,00
27,00					138,00					185,00
27,00					138,00					183,00
27,00					139,00					184,00
26,00					138,00					184,00
26,00					139,00					183,00
27,00					140,00					184,00
27,00					140,00					181,00
27,00					140,00					184,00
26,00					138,00					184,00
27,00					138,00					184,00
27,00					138,00					185,00
26,00					138,00					186,00
27,00					140,00					183,00
26,00					138,00					184,00
26,00					137,00					183,00
27,00					137,00					184,00
27,00					138,00					184,00
26,00					140,00					182,00
27,00					137,00					183,00
27,00					138,00					183,00
27,00					139,00					183,00
27,00					139,00					184,00
26,00					139,00					184,00
26,00					138,00					185,00
27,00					138,00					185,00
26,00					138,00					184,00
27,00					138,00					184,00
26,00					138,00					189,00
27,00					136,00					184,00
26,00					138,00					184,00
26,00					137,00					185,00
27,00					138,00					184,00
27,00					138,00					184,00
26,00					145,00					183,00
27,00					139,00					183,00
27,00					140,00					183,00
27,00					139,00					182,00
26,00					140,00					183,00
27,00					146,00					177,00
27,00					138,00					183,00
26,00					138,00					183,00
27,00					139,00					184,00
26,00					138,00					183,00
27,00					143,00					185,00
27,00					139,00					183,00
26,00					138,00					183,00
26,00					138,00					183,00
26,00					138,00					184,00
27,00					139,00					184,00
27,00					138,00					182,00
26,00					139,00					182,00
27,00					139,00					182,00
27,00					139,00					182,00
26,00					140,00					183,00
26,00					138,00					185,00
26,00					139,00					183,00
26,00					139,00					184,00
26,00					138,00					184,00
27,00					139,00					183,00
26,00					137,00					183,00
27,00					138,00					183,00
27,00					138,00					183,00
27,00					138,00					183,00
26,00					140,00					183,00
27,00					137,00					184,00
27,00					139,00					182,00
27,00					139,00					182,00
27,00					140,00					182,00
26,00					140,00					182,00
26,00					138,00					183,00
27,00					138,00					183,00
26,00					139,00					182,00
26,00					139,00					183,00
27,00					140,00					182,00
26,00					138,00					184,00
27,00					139,00					184,00
26,00					139,00					182,00
26,00					138,00					183,00
26,00					139,00					183,00
26,00					143,00					182,00
27,00					139,00					184,00
27,00					139,00					183,00
26,00					140,00					182,00
27,00					140,00					183,00
27,00					143,00					182,00
26,00					138,00					183,00
27,00					138,00					184,00
26,00					138,00					183,00
27,00					139,00					183,00
27,00					139,00					184,00
27,00					138,00					184,00
27,00					138,00					184,00
27,00					139,00					182,00
27,00					138,00					183,00
27,00					140,00					183,00
27,00					139,00					183,00
26,00					140,00					183,00
27,00					140,00					187,00
27,00					140,00					181,00
27,00					141,00					182,00
26,00					138,00					182,00
26,00					138,00					181,00
27,00					139,00					183,00
26,00					139,00					182,00
27,00					140,00					184,00
27,00					137,00					182,00
27,00					139,00					182,00
26,00					139,00					183,00
27,00					138,00					181,00
26,00					140,00					182,00
27,00					138,00					182,00
27,00					139,00					183,00
26,00					139,00					181,00
27,00					139,00					183,00
27,00					140,00					181,00
27,00					138,00					181,00
27,00					139,00					182,00
27,00					138,00					182,00
27,00					140,00					183,00
26,00					140,00					181,00
27,00					139,00					182,00
27,00					138,00					184,00
26,00					138,00					183,00
28,00					138,00					184,00
27,00					139,00					189,00
27,00					141,00					182,00
26,00					139,00					183,00
27,00					140,00					183,00
26,00					141,00					182,00
27,00					139,00					183,00
27,00					143,00					182,00
26,00					138,00					182,00
26,00					139,00					183,00
27,00					140,00					183,00
27,00					139,00					184,00
27,00					140,00					183,00
26,00					138,00					184,00
27,00					140,00					186,00
27,00					139,00					185,00
27,00					138,00					186,00
27,00					140,00					187,00
26,00					138,00					185,00
26,00					139,00					186,00
26,00					139,00					186,00
26,00					140,00					186,00
26,00					141,00					187,00
27,00					138,00					185,00
26,00					139,00					186,00
26,00					139,00					186,00
27,00					138,00					186,00
26,00					140,00					186,00
27,00					137,00					191,00
26,00					139,00					186,00
27,00					138,00					187,00
27,00					139,00					186,00
26,00					140,00					186,00
27,00					139,00					187,00
27,00					139,00					185,00
26,00					140,00					185,00
27,00					140,00					185,00
26,00					140,00					185,00
27,00					140,00					185,00
27,00					139,00					182,00
26,00					139,00					183,00
27,00					139,00					183,00
27,00					140,00					183,00
27,00					145,00					183,00
27,00					138,00					185,00
26,00					140,00					184,00
26,00					139,00					184,00
27,00					139,00					184,00
27,00					141,00					184,00
27,00					138,00					185,00
27,00					140,00					184,00
27,00					140,00					185,00
26,00					140,00					185,00
27,00					141,00					184,00
27,00					139,00					186,00
27,00					140,00					184,00
27,00					139,00					185,00
27,00					140,00					185,00
26,00					140,00					185,00
27,00					138,00					185,00
27,00					139,00					186,00
26,00					139,00					185,00
26,00					138,00					186,00
26,00					140,00					187,00
26,00					138,00					186,00
26,00					141,00					186,00
26,00					140,00					184,00
26,00					140,00					185,00
27,00					141,00					185,00
26,00					139,00					185,00
26,00					139,00					185,00
27,00					140,00					189,00
26,00					139,00					184,00
26,00					140,00					184,00
26,00					138,00					185,00
27,00					138,00					184,00
26,00					139,00					185,00
27,00					139,00					183,00
26,00					139,00					185,00
26,00					142,00					185,00
27,00					139,00					184,00
27,00					139,00					186,00
26,00					140,00					183,00
27,00					140,00					184,00
27,00					147,00					184,00
27,00					139,00					184,00
27,00					140,00					185,00
27,00					139,00					186,00
26,00					140,00					184,00
27,00					143,00					184,00
26,00					139,00					183,00
26,00					139,00					185,00
27,00					139,00					185,00
27,00					139,00					184,00
26,00					141,00					186,00
27,00					139,00					186,00
27,00					141,00					186,00
26,00					141,00					187,00
27,00					141,00					191,00
26,00					141,00					184,00
27,00					139,00					185,00
26,00					140,00					185,00
26,00					139,00					185,00
26,00					140,00					186,00
27,00					141,00					183,00
26,00					139,00					184,00
27,00					139,00					184,00
27,00					139,00					183,00
26,00					139,00					184,00
27,00					139,00					184,00
27,00					138,00					185,00
27,00					140,00					184,00
27,00					140,00					185,00
27,00					139,00					184,00
27,00					141,00					187,00
26,00					138,00					185,00
27,00					140,00					184,00
26,00					139,00					184,00
27,00					140,00					184,00
26,00					140,00					186,00
26,00					139,00					183,00
26,00					140,00					184,00
27,00					139,00					184,00
26,00					139,00					184,00
27,00					139,00					185,00
26,00					143,00					191,00
27,00					139,00					185,00
27,00					140,00					186,00
26,00					141,00					186,00
26,00					141,00					186,00
27,00					143,00					187,00
27,00					140,00					186,00
26,00					140,00					186,00
27,00					140,00					186,00
27,00					139,00					185,00
27,00					141,00					187,00
27,00					139,00					184,00
27,00					140,00					186,00
27,00					139,00					185,00
27,00					139,00					184,00
26,00					140,00					184,00
27,00					139,00					185,00
27,00					139,00					186,00
27,00					140,00					185,00
27,00					140,00					185,00
27,00					141,00					185,00
27,00					139,00					186,00
26,00					140,00					184,00
27,00					140,00					184,00
26,00					140,00					185,00
27,00					140,00					184,00
26,00					139,00					184,00
26,00					140,00					183,00
27,00					140,00					184,00
26,00					140,00					183,00
27,00					140,00					184,00
27,00					140,00					184,00
26,00					141,00					185,00
26,00					140,00					183,00
26,00					141,00					184,00
27,00					142,00					185,00
27,00					140,00					184,00
27,00					139,00					185,00
27,00					138,00					182,00
26,00					140,00					184,00
27,00					141,00					184,00
27,00					147,00					184,00
27,00					140,00					184,00
27,00					140,00					187,00
26,00					139,00					183,00
27,00					140,00					183,00
27,00					141,00					183,00
26,00					139,00					183,00
27,00					141,00					184,00
26,00					140,00					182,00
27,00					140,00					184,00
26,00					142,00					184,00
27,00					139,00					184,00
27,00					140,00					185,00
27,00					140,00					183,00
27,00					140,00					184,00
26,00					142,00					184,00
26,00					139,00					183,00
26,00					139,00					184,00
27,00					140,00					185,00
27,00					139,00					183,00
27,00					140,00					184,00
27,00					138,00					183,00
26,00					141,00					183,00
27,00					141,00					184,00
27,00					141,00					183,00
26,00					141,00					185,00
26,00					139,00					184,00
27,00					140,00					184,00
27,00					140,00					185,00
26,00					140,00					188,00
27,00					141,00					184,00
27,00					139,00					183,00
27,00					140,00					184,00
27,00					139,00					183,00
27,00					140,00					184,00
26,00					139,00					182,00
27,00					147,00					183,00
26,00					140,00					182,00
27,00					140,00					183,00
27,00					141,00					183,00
27,00					142,00					182,00
27,00					147,00					184,00
27,00					139,00					184,00
26,00					141,00					184,00
26,00					140,00					184,00
27,00					140,00					187,00
27,00					143,00					183,00
27,00					140,00					184,00
26,00					140,00					184,00
26,00					139,00					184,00
27,00					140,00					184,00
26,00					141,00					181,00
27,00					140,00					182,00
26,00					141,00					183,00
27,00					141,00					183,00
27,00					142,00					184,00
27,00					142,00					190,00
27,00					140,00					184,00
26,00					140,00					184,00
27,00					141,00					185,00
26,00					140,00					183,00
26,00					141,00					185,00
27,00					139,00					184,00
27,00					140,00					184,00
27,00					140,00					184,00
27,00					140,00					184,00
27,00					140,00					184,00
26,00					139,00					182,00
27,00					140,00					183,00
26,00					141,00					185,00
27,00					141,00					183,00
27,00					141,00					184,00
26,00					140,00					184,00
27,00					141,00					183,00
27,00					141,00					183,00
27,00					140,00					184,00
27,00					140,00					183,00
26,00					141,00					184,00
27,00					140,00					183,00
27,00					140,00					183,00
27,00					140,00					184,00
26,00					141,00					183,00
27,00					143,00					184,00
26,00					141,00					182,00
27,00					141,00					182,00
27,00					142,00					182,00
27,00					142,00					183,00
26,00					143,00					182,00
26,00					140,00					184,00
26,00					141,00					183,00
27,00					140,00					183,00
27,00					140,00					184,00
26,00					143,00					184,00
27,00					140,00					184,00
27,00					140,00					182,00
27,00					140,00					184,00
27,00					141,00					183,00
26,00					141,00					183,00
27,00					140,00					183,00
27,00					140,00					187,00
26,00					140,00					182,00
26,00					141,00					182,00
26,00					142,00					182,00
26,00					139,00					183,00
27,00					140,00					183,00
27,00					141,00					182,00
27,00					141,00					183,00
26,00					142,00					183,00
27,00					138,00					184,00
26,00					141,00					183,00
27,00					140,00					182,00
27,00					140,00					182,00
27,00					141,00					182,00
27,00					142,00					182,00
27,00					141,00					183,00
26,00					141,00					183,00
26,00					141,00					182,00
27,00					142,00					182,00
27,00					144,00					181,00
26,00					140,00					182,00
27,00					141,00					183,00
27,00					140,00					183,00
27,00					142,00					183,00
27,00					143,00					184,00
26,00					140,00					184,00
26,00					140,00					184,00
26,00					140,00					185,00
26,00					140,00					182,00
27,00					142,00					183,00
26,00					140,00					182,00
27,00					141,00					183,00
26,00					141,00					184,00
26,00					141,00					182,00
26,00					142,00					182,00
26,00					140,00					182,00
26,00					140,00					182,00
27,00					141,00					182,00
26,00					141,00					181,00
27,00					141,00					183,00
27,00					140,00					183,00
26,00					140,00					183,00
26,00					141,00					183,00
26,00					141,00					187,00
27,00					142,00					183,00
27,00					140,00					182,00
27,00					140,00					182,00
26,00					142,00					182,00
27,00					142,00					183,00
26,00					142,00					181,00
26,00					140,00					183,00
26,00					142,00					182,00
26,00					141,00					182,00
27,00					141,00					182,00
27,00					141,00					189,00
26,00					142,00					183,00
27,00					141,00					182,00
26,00					141,00					183,00
27,00					140,00					183,00
26,00					141,00					184,00
27,00					146,00					182,00
27,00					140,00					182,00
27,00					141,00					183,00
27,00					141,00					182,00
27,00					142,00					182,00
27,00					143,00					181,00
27,00					140,00					181,00
26,00					141,00					181,00
27,00					141,00					181,00
27,00					141,00					181,00
27,00					142,00					186,00
27,00					139,00					183,00
26,00					140,00					182,00
27,00					140,00					182,00
26,00					140,00					183,00
26,00					142,00					184,00
26,00					140,00					183,00
26,00					142,00					184,00
27,00					142,00					184,00
26,00					142,00					185,00
26,00					142,00					185,00
26,00					140,00					183,00
27,00					141,00					185,00
27,00					141,00					185,00
26,00					140,00					186,00
27,00					141,00					186,00
27,00					139,00					187,00
26,00					141,00					187,00
26,00					141,00					187,00
27,00					140,00					187,00
27,00					141,00					187,00
26,00					140,00					189,00
26,00					141,00					186,00
27,00					141,00					186,00
27,00					141,00					186,00
27,00					142,00					186,00
27,00					144,00					187,00
26,00					141,00					191,00
27,00					141,00					185,00
27,00					140,00					186,00
26,00					142,00					184,00
27,00					147,00					184,00
27,00					140,00					184,00
26,00					140,00					184,00
27,00					141,00					185,00
27,00					140,00					185,00
26,00					142,00					184,00
27,00					140,00					186,00
27,00					142,00					183,00
26,00					142,00					184,00
27,00					142,00					184,00
27,00					142,00					184,00
